5.18	97.28
4.46	52.16
4.87	62.57
5.06	63.07
4.58	62.98
5.57	65.4
5.48	63.64
5.47	62.56
4.24	68.03
5.14	48.38
5.73	51.1
4.35	62.22
5.38	66.19
4.26	55.53
4.76	126.76
5.85	58.15
5.92	64.7
5.34	54.07
6.05	43.4
4.43	71.81
4.55	97.37
4.92	90.64
5.1	50.6
5.27	78.16
5.97	62.69
5.3	52.62
4.87	51.5
4.93	44.48
5.01	70.56
5.34	67.55
5.55	60.19
5.49	58.07
4.53	45.5
4.18	83.74
5.72	70.74
4.2	85.94
4.77	62.58
4.29	70.39
5.44	59.19
5.59	73.36
5.09	49.31
5.5	83.11
4.33	77.11
4.32	60.95
5.89	55.48
4.57	64.59
5.22	78.65
5.59	60.01
5.49	75.78
5.81	62
4.48	58.23
5.36	59.98
5.76	95.94
5.37	73.46
5.46	78.16
5.35	95.6
5.37	78.09
4.69	62.61
4.25	42.28
4.88	65.21
4.5	65.55
5.81	87.84
4.19	70.21
4.7	87.56
5.69	73.06
5.91	47.27
4.35	44.79
4.7	50.53
4.76	82.91
5.79	77.17
4.36	67.19
4.81	69.71
4.62	42.93
5.85	63.89
4.83	96.75
4.88	70.37
5.64	60.38
6.02	53.41
5.72	85.96
4.84	92.57
5.62	64.72
5.27	99.18
5.99	54.21
5.02	50.7
4.94	45.4
5.36	95.88
4.78	66.52
5.82	71.94
5.85	103.51
4.17	64.05
5.53	62.98
4.72	50.77
5.66	54.35
5.41	94.36
5.17	61.79
5.75	75.55
4.68	79.84
6.05	49.66
5.98	69.76
5.38	76.8
4.67	57.68
4.29	60.66
4.11	49.68
6.04	72.01
4.62	51.45
5.33	60.36
4.36	56.04
5.19	68.94
5.73	67.91
5.77	64.74
5.26	108.76
5.1	41.98
4.37	43.05
6.04	51.58
6.07	95.81
5.37	59.54
4.73	65.48
5.51	63.22
5.71	105.06
5.23	65.56
4.21	64.37
5.76	81.15
5.1	119.66
5.72	68.11
5.11	58.04
4.69	65.06
5.29	88.48
4.78	88.8
5.59	54.71
4.86	64.34
4.41	64.17
5.34	56.34
5.64	72.4
4.82	95.88
4.13	86.19
5.49	63.9
4.94	100.94
4.87	70.11
4.6	90.27
4.66	77.56
4.35	45.38
5.8	104.74
4.41	63.8
5.14	105.78
5.85	67.2
4.26	90.19
4.82	81.52
4.68	49.32
4.81	55
5.24	42.51
4.44	104.26
5.47	52.9
5.35	60.42
5.31	71.24
5.95	59.29
5.49	75.37
4.57	99.99
5.05	69.05
4.89	57.26
5.24	72.77
4.56	47.25
4.36	117.77
6.01	84.85
6.02	58.74
5.89	75.81
5.21	67.67
5.4	86.72
4.68	64.86
5.51	70.18
5.22	71.82
5.8	63.61
5.07	55.39
4.73	74.22
4.91	44.26
5.31	57.32
5.09	71.01
4.25	66.86
5.89	68.63
4.86	43.05
5.53	42.55
5.94	56.75
4.82	83.71
4.75	82.31
5.71	59.87
4.22	48.08
4.48	79.27
5.59	56.76
5.93	65.93
4.81	46.23
4.67	48.91
5.88	43.22
5.9	106.74
5.82	59.02
4.43	63.71
5.68	66.95
5.15	43.27
4.72	59.7
4.1	63.63
4.47	65.14
4.47	58.8
4.3	57.82
4.95	86.87
4.78	73.04
4.48	73.72
5.16	53.55
4.69	83.31
5.65	90.79
4.35	87.32
5.81	68.08
4.69	55.39
5.41	45.89
4.83	71.56
5.93	56.68
5.28	65.36
5.99	89.8
4.46	64.18
5.81	101.3
4.73	61.65
4.12	90.38
5.27	98.47
5.66	49.66
4.58	93.82
5.75	50.05
4.83	105.71
5.64	63.48
4.73	65.26
4.91	59.03
4.78	74.38
4.47	57.67
4.97	61.15
5.46	55.69
5	75.95
5.34	45.72
4.42	97.42
4.9	87.31
5.26	47.15
5.01	47.52
5.55	112.39
4.68	56.85
5.66	69.27
4.84	92.57
4.24	108.1
4.22	46.12
5.76	52.12
5.66	108.18
4.49	88.36
5.03	96.21
5.51	69.64
5.22	58.49
5.35	63.89
4.19	55.04
6.04	61.29
6	71.01
4.59	60.34
5.52	53.84
5.41	59.87
4.35	46.65
4.76	68.74
5.76	51.49
5.28	70.49
4.54	83.14
6.08	60.58
6.05	108.97
5.74	47.66
4.76	66.82
5.83	60.86
4.11	59.97
4.11	69.79
4.71	91.26
4.73	47.44
5.22	55.17
5.06	70.73
5.71	68.99
5.94	81.7
5.62	70.11
5.87	67.49
5.07	79.01
5.14	57.99
4.35	64.85
6	57.06
5.56	44.48
5.43	41.9
5.03	48.83
5.1	67.04
5.8	65.81
5.33	57.67
5.8	69.05
4.34	57.9
4.36	49.35
5.8	43.9
4.82	71.64
5.32	85.51
5.41	58.01
4.52	79.49
5.48	67.9
5.46	102.17
4.71	70.74
5.18	71.4
4.89	67.05
6.04	82.9
5.74	65.64
4.27	64.82
5.66	75.47
5.91	66.64
4.85	59.03
4.98	70.17
4.51	50.29
4.97	53.09
5.16	72.87
4.73	75.35
5.97	58.6
4.35	90.95
6.04	67.67
5.87	68.25
4.41	67.31
5.6	82.43
6.07	83.86
4.25	58.63
4.75	82.29
5.65	86.69
4.13	90.02
4.97	47.39
5.26	90.95
5.9	49.51
4.61	57.39
4.19	70.26
4.56	55.91
4.26	55.53
5.42	58.77
4.28	82.91
4.32	76.14
4.35	102.48
4.65	60.94
5.01	51.86
5.93	71.15
4.88	63.68
4.76	113.73
4.38	81.73
4.32	76.31
5.21	51.16
6	71.08
5.54	82.68
5.47	73.76
4.32	94.71
5.93	77.23
5.41	42.97
4.67	62.46
5.01	80.27
4.9	46.31
5.6	84.96
4.1	96.58
4.64	53.53
4.19	47.11
5.19	83.38
4.83	49.24
4.3	65.83
4.74	44.38
5.81	61.34
5.64	94.85
5.53	106.13
5.18	47.6
4.75	74.39
6.02	114.98
4.69	65.76
5.05	67.34
4.62	53.69
5.55	61.01
5.94	58.45
5.99	45.73
4.98	72.9
5.09	48.69
5.06	93.25
4.71	54.97
4.71	44.88
5.99	101.47
4.96	102.56
4.53	52.25
4.56	46.96
4.72	66.12
5.13	56.01
5.42	49.65
4.47	81.38
5.13	101.51
5.97	63.04
5.12	66.82
5.2	61.94
5.81	42.61
4.15	51.34
5.45	51.76
4.88	61.92
4.66	51.9
6	53.46
4.35	54.64
6.04	108.47
4.16	42.1
4.98	61.37
5.62	59.08
5.58	45.36
5.58	87.67
4.39	61.6
5.16	89.08
5.41	69.74
5.37	57.39
5.28	80.33
5.48	90.96
4.15	48.65
4.25	64.36
4.64	43.22
5.24	66.56
5.67	56.43
6.02	46.03
6.04	48.96
5.84	57.91
4.72	65.91
4.7	64.55
5.57	41.84
5.58	73.2
5.53	99.91
5.06	84.01
5.38	63.51
5.47	47.14
5.76	66.66
5.1	63.38
5.69	61.16
5.34	63.15
5.4	101.58
5.51	86.25
5.49	69.23
6.09	63.49
5.18	60.41
4.65	70.41
4.84	59.2
4.96	63.96
4.12	111.38
4.32	66.4
4.95	60.77
5.57	61.29
4.63	43.07
4.52	50.8
5.05	81.28
5.51	71.36
4.91	72.43
4.61	118.07
4.17	54.89
5.43	49.19
5.06	69.25
5.2	62.05
4.72	50.05
4.28	62.98
4.56	68.92
6.01	62.27
4.22	113.95
4.58	58.56
5.59	81.17
6.03	72.17
5.95	55.49
4.63	52.16
5.88	67.82
5.36	80.57
4.79	68.37
5.26	74.94
5.52	84.7
4.96	83.94
5.2	70
4.13	55.09
5.38	77.15
5.64	58.78
5.46	50.19
5.29	43.19
5.68	88.88
4.63	95.65
5.19	76.73
4.84	123.8
4.23	105.11
5.08	41.91
4.23	47.47
4.53	67.33
5	90.47
4.63	94.32
5.98	47.44
5.99	51.9
4.46	82.03
4.63	58.1
5.22	57.62
5.63	67
4.33	90.99
6.05	50.05
5.42	89.28
4.77	77.98
4.37	83.74
5.61	54.44
5.74	57.91
5	72.05
5.51	48.29
4.27	47.9
4.71	54.23
5.47	68.11
5.28	62.83
5.58	49.84
4.54	44.13
6.02	104.24
5.68	56
5.99	46.11
5.36	52.57
4.81	83.59
5.43	62.94
4.58	48.29
5.25	48.64
4.52	96.8
4.86	58.03
4.52	51.06
5.25	69.64
5.56	71.33
5.2	71.81
5.48	46.51
5.24	94.76
4.53	46.3
4.76	71.64
5.35	70.55
6.06	95.61
4.36	60.32
5.54	60.92
4.67	87.49
5.55	66.77
4.23	87.33
4.89	50.46
5.89	72.13
5.91	93.22
5.86	50.97
5.69	68.53
4.98	67.49
4.19	64.09
4.19	74.94
5.81	63.12
5.54	69.79
5.18	64.44
5.06	49.19
6.09	63.59
4.83	45.52
4.6	68.18
5.85	56.08
5.76	62.31
5.97	52.97
