"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Belize","BLZ","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.33203533","36.90840651","40.61346282","36.23474632","36.59108744","33.97599083","31.19589631","28.58960224","28.38067378","26.71492346","23.97706824","23.52962626","24.58480163","24.70406701","24.58525694","23.42412464","22.87068173","","",
"Bermuda","BMU","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.62601338","32.17951415","33.02740374","31.15570069","31.70359643","30.47489306","31.15323913","29.56411123","29.21278494","28.81543973","31.89938106","31.04560167","32.71441599","33.4143516","29.48817499","25.87488943","28.02112047","","",
"Brazil","BRA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.47941027","47.80732961","38.36787011","37.06047037","35.68822996","34.97649564","34.03527126","32.81396517","30.50207132","31.04529505","43.80691613","43.11358084","43.70857365","43.9729697","44.60670779","44.6772881","43.56023599","","",
"Barbados","BRB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.37475681","38.05859525","36.52173452","35.9310802","33.58927003","35.07392862","35.3816085","36.84221645","35.45526847","36.31339858","38.08008958","42.1882244","38.60698599","41.583381","44.42201725","45.22794233","45.17700374","","",
"Brunei Darussalam","BRN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.83131342","16.80674643","16.41055086","17.05133911","16.90948121","16.33396255","14.68852735","12.78499927","10.10823773","9.49940208","8.26134884","8.4718688","8.85192896","9.40741946","7.3345997","4.97357672","5.07159269","","",
"Bhutan","BTN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.54134428","7.93406297","10.30410129","19.00791799","16.25414043","16.79051566","14.79064193","14.33651472","15.47381537","16.5811627","16.48242213","16.34402253","20.50635953","20.31383242","21.17108052","19.79465735","20.12969552","","",
"Botswana","BWA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.19661985","9.40541472","11.7589417","8.60145062","6.7975254","6.43953575","5.57847048","4.47468313","4.35492945","4.73359076","5.14642878","4.62235932","5.03824591","5.42365474","5.33595677","5.26085","5.24849231","","",
"Central African Republic","CAF","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.18957575","48.33765989","43.927079","46.21084871","50.35657325","42.63030743","42.92166972","38.45250027","42.61072119","39.86816946","46.43595921","44.79361679","43.30779147","48.74460663","41.21004758","29.98105893","43.07941935","","",
"Canada","CAN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.60520987","15.92599507","15.90833861","15.25148088","15.28786929","15.36829459","15.84126167","15.54335443","15.40051091","15.02573989","15.36480191","14.6918139","14.57242144","14.47990272","14.53279025","14.4654391","14.61734086","","",
"Central Europe and the Baltics","CEB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5578336585787","24.4295097568795","22.910900372675","21.8986612681353","23.8178753330979","22.7863628863139","22.9386810048047","22.9840486016724","22.3337023062029","22.3252094460752","22.2981769020033","22.9266116805889","23.4155229162667","22.6662936270547","22.4221863160657","22.9431386783708","22.9716833748035","","",
"Switzerland","CHE","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.57803034","32.71253378","31.17961233","31.07468544","31.33957541","30.30704701","29.97010057","29.73951925","29.05845488","28.83857495","29.0806927","28.52466368","28.80406537","28.3482452","29.23769098","29.07631762","29.56175891","","",
"Channel Islands","CHI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.81496593","42.61517495","42.48400516","42.76381831","41.84411065","42.47086905","40.74997593","39.18727697","37.43042643","34.58894219","34.46762829","34.49927045","33.40765057","33.63830748","34.26872993","34.50925787","34.76995383","","",
"China","CHN","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.12533863","64.31132095","62.91988027","60.71776758","58.76867712","57.68999415","55.99118572","51.29121062","47.36825079","43.45621985","40.80001455","40.2655411","39.23458806","38.15951586","36.56483178","35.08928609","35.90618522","","",
"Cote d'Ivoire","CIV","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.50518614","54.96848641","49.05727438","52.82660204","55.30491244","60.37297186","62.22451196","63.67860458","61.25822371","59.18479225","58.10595053","60.18835644","53.67714998","56.86782014","52.29804246","36.01868035","40.14711143","","",
"Cameroon","CMR","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.43001155","74.89511832","72.85498021","72.99537472","76.00624321","76.58249403","77.09382218","76.65479863","78.79976729","74.4190697","71.73981177","51.44386572","70.26735084","71.40277583","70.87862203","69.74412434","69.50262192","","",
"Congo, Dem. Rep.","COD","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.36857371","69.55302823","68.44849199","66.14150156","70.38290162","68.16100367","67.64258999","63.48213656","49.79074042","45.36221114","37.04969585","38.82510406","39.63495732","39.43297049","38.71640612","36.75993686","37.434302","","",
"Congo, Rep.","COG","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.69972395","45.78503177","61.4227081","61.43461656","55.60840617","51.978612","48.68207122","49.1567626","37.8508119","50.37175922","42.15446621","41.09134584","29.73799112","30.65258689","31.18631639","32.4601177","49.71562378","","",
"Colombia","COL","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.18017477","13.49091806","11.65416927","8.49311155","15.05446996","17.89184539","19.54592862","21.53471172","23.47156478","20.46860607","20.86833516","21.21278333","21.52979604","20.92185612","20.35538037","19.58344965","20.15695634","","",
"Comoros","COM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.03840955","83.64868278","78.67221121","79.23478999","79.85625442","80.14055308","80.63833265","81.0014432","80.89328792","81.41443724","78.666321","70.39695333","78.04097945","76.25596373","76.52505781","75.198543","73.1343926","","",
"Cabo Verde","CPV","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.25918915","23.3310828","23.52381464","24.17235367","23.83398659","24.59075438","23.79957368","22.91623247","24.45169155","24.22958638","28.08190474","25.8929292","25.00982113","24.70041786","26.15746258","24.01657599","26.01418236","","",
"Costa Rica","CRI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.57487204","31.63021733","30.68923309","30.76501274","32.05981385","32.77381798","31.07695628","30.91247105","29.51094819","26.40225019","25.3843142","26.19998775","25.01576205","23.80197727","24.658971","22.73607069","22.14419226","","",
"Caribbean small states","CSS","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3842283234759","37.102521204852","34.4315957657929","35.767588743441","35.109454427713","35.7734726462766","35.8151780465125","38.0633162235481","36.3028208833399","36.2497151470132","35.7132015316855","35.4809093735032","34.7540145956926","34.1506798212204","35.0871159263159","33.019185681191","33.3885040161479","","",
"Cuba","CUB","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.23201562","18.7133488","19.38623656","20.34014039","19.6144012","14.84605512","14.264118","9.7841399","8.83732555","8.09988207","9.1823659","10.81649553","13.13208136","12.27154324","9.63918872","9.64398217","10.307818","","",
"Curacao","CUW","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.86018313","55.18530202","52.76921708","48.56432152","51.02367732","51.24283373","49.74003956","50.36020527","51.36638579","49.93459905","40.95311671","42.79951866","44.05083497","43.11855767","44.77864285","44.34233575","44.92326153","","",
"Czech Republic","CZE","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.19750658","10.64326621","10.00170304","10.36722433","10.70501415","11.09285227","11.64602423","13.63102535","16.13297069","15.05053904","15.25087462","15.02145876","15.29148838","13.58585395","14.08199213","14.82839462","15.02381241","","",
"Germany","DEU","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0900201","12.10718953","12.41280501","12.63700332","13.80855184","13.95928083","14.35713105","14.29837306","13.97885009","13.78662248","13.91220426","13.88092887","13.89878447","13.04593062","12.60760234","12.69157315","12.4095928","","",
"Djibouti","DJI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.3324659","54.7303422","42.81144253","36.94394741","41.30123926","41.67883187","37.76251637","35.84453327","31.61331961","30.16868952","29.03930936","24.22880566","22.94796629","24.05808347","22.65952631","20.38418935","25.76631675","","",
"Dominica","DMA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.12917383","36.55750732","36.6450081","37.65293522","40.09002421","40.45347821","38.93840174","40.78189838","43.64198292","39.11753933","36.40517523","33.64093895","35.5778606","36.56715532","34.30943528","31.17352857","29.14772862","","",
"Denmark","DNK","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.35643214","15.11594791","14.7283853","14.55719456","14.87114086","14.70920756","14.52642908","14.56182547","14.11779811","13.68460563","14.38571094","14.55076881","14.15905706","13.81008316","13.7745505","13.67476666","13.71236935","","",
"Dominican Republic","DOM","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.32014576","54.50361919","53.45066577","61.6513828","62.25455995","53.87615797","54.74829284","47.68990075","43.6011412","42.82155515","43.91645805","42.44435393","42.86151743","42.18337141","42.4838194","42.85167309","44.61633846","","",
"Algeria","DZA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.79451389","21.66852471","22.52488338","21.14863711","26.09432671","28.09361341","29.12135964","28.08858198","26.14695866","27.44950756","28.88244262","27.87346601","25.71590741","27.5619781","26.6584559","28.20843254","30.88327082","","",
"East Asia & Pacific (excluding high income)","EAP","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7463397818992","58.6697124446379","57.8443435968922","55.9669401124487","54.5062663671122","54.5022113286457","52.3609544162624","48.4065094119084","45.6192397281105","42.6214417602032","41.1763039903838","40.809990422165","39.6822833876084","38.5156438801001","36.8705397658507","35.5223845254111","36.1687392648875","","",
"Early-demographic dividend","EAR","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.9664433205662","44.2403496183009","45.918839833375","44.8832392745391","44.137835831196","45.2343671330121","44.0865696418316","43.4475254509217","41.1399921277014","39.6592059000731","40.0550002453434","38.4155677761745","37.2899086537373","37.563702828487","36.3356153806123","35.5868225083348","37.1368286764335","","",
"East Asia & Pacific","EAS","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4984260417793","24.5804129750004","25.3309755896184","25.725163020247","25.3570052623783","25.6975893629548","26.772328471573","26.1899823444337","25.9974096509832","25.0941120195865","24.6891872129039","23.7235039322153","24.1137415333405","25.2827268056604","25.4571941563316","25.696848139468","25.6811679776847","","",
"Europe & Central Asia (excluding high income)","ECA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5279527381357","31.6907472605699","30.3656770305614","30.3469136538924","31.9672040297062","31.6642972867284","31.2217604810212","30.9877586309854","30.0370421455124","30.4752284610027","31.7278672813527","32.2159100610644","32.1069606094301","33.1700499514504","34.1947375858725","35.5318393134907","35.9450473546055","","",
"Europe & Central Asia","ECS","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7698739051592","15.6071489820429","15.4025974686874","15.8572568734271","16.0358664577377","16.097701161705","16.4806695988006","16.5701663902854","17.0630755331884","16.510741544079","16.9166638599214","17.197193448764","17.3578509940204","17.9062735212221","17.8196319533917","17.8364921639207","17.7836403005829","","",
"Ecuador","ECU","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.88640839","61.23525727","62.86356445","62.23554002","61.04936806","63.01199667","61.12557558","53.68430774","52.13830001","50.85087851","47.52025736","45.4347972","43.63069143","42.36783177","41.98366435","43.86994206","40.48171185","","",
"Egypt, Arab Rep.","EGY","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.48934841","63.8256088","63.76679572","65.40507543","64.55257","64.58325858","60.41719664","60.3274921","61.82380216","60.43681227","62.62810294","60.49510467","62.98622951","61.2108193","59.03896572","61.95896546","61.98998068","","",
"Euro area","EMU","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2762821707894","14.0386481931941","13.922454966935","14.6025372627981","14.8256957195545","14.872364783178","15.3041728384845","15.2803856445876","16.0012207776074","15.3319005830926","15.4679383037747","15.7290936650593","15.7633165739559","15.6512385035822","15.5720162144449","15.6115321593146","15.4442837771498","","",
"Eritrea","ERI","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.08371416","55.3324617","44.92376638","38.93305609","35.13972142","35.23891472","34.45652462","44.09306151","45.10209472","43.73545803","52.70147715","39.29141691","54.32855829","56.1400937","56.93330172","59.87436473","59.058986","","",
"Spain","ESP","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.32431758","24.85228637","24.59955165","22.57592046","22.33024368","21.96168508","21.26748492","21.02586346","21.01524109","19.49299195","20.73424028","21.08083298","22.83550609","23.96903177","24.36221175","23.78245662","23.82637129","","",
